sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
8936005873405,,DDV,simple,Default Category/Niêu tình quê,base,Nieu tinh que ca Kim,<p>abc mo ta</p>,<p>abc</p>,300,1,0,65000,,,,nieu-tinh-que-ca-kim,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871609,,DDV,simple,Default Category/Rau sắc màu,base,Rau sac mau khoai tay chien,<p>abc mo ta</p>,<p>abc</p>,400,1,0,45000,,,,rau-sac-mau-khoai-tay-chien,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871623,,DDV,simple,Default Category/Rau sắc màu,base,Khoai tay chien,<p>abc mo ta</p>,<p>abc</p>,800,1,0,88000,,,,khoai-tay-chien,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871630,,DDV,simple,Default Category/Rau sắc màu,base,Rau sac mau dau ha lan,<p>abc mo ta</p>,<p>abc</p>,400,1,0,55000,,,,rau-sac-mau-dau-ha-lan,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872064,,DDV,simple,Default Category/Rau sắc màu,base,Dau ha lan,<p>abc mo ta</p>,<p>abc</p>,800,1,0,108000,,,,dau-ha-lan,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871647,,DDV,simple,Default Category/Rau sắc màu,base,Rau sac mau ngo my ngot,<p>abc mo ta</p>,<p>abc</p>,400,1,0,41000,,,,rau-sac-mau-ngo-my-ngot,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871654,,DDV,simple,Default Category/Rau sắc màu,base,Ngo my ngot,<p>abc mo ta</p>,<p>abc</p>,800,1,0,75000,,,,ngo-my-ngot,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871661,,DDV,simple,Default Category/Rau sắc màu,base,Rau sac mau hon hop,<p>abc mo ta</p>,<p>abc</p>,400,1,0,41000,,,,rau-sac-mau-hon-hop,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872057,,DDV,simple,Default Category/Rau sắc màu,base,Rau hon hop,<p>abc mo ta</p>,<p>abc</p>,800,1,0,80000,,,,rau-hon-hop,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871371,,DDV,simple,Default Category/Lão ngư cá,base,Ca trung,<p>abc mo ta</p>,<p>abc</p>,400,1,0,95000,,,,ca-trung,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871036,,DDV,simple,Default Category/Lão ngư cá,base,Ca hoi lao ngu cat khuc,<p>abc mo ta</p>,<p>abc</p>,240,1,0,171000,,,,ca-hoi-lao-ngu-cat-khuc,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871258,,DDV,simple,Default Category/Lão ngư cá,base,Ca hoi lao ngu filet,<p>abc mo ta</p>,<p>abc</p>,185,1,0,117000,,,,ca-hoi-lao-ngu-filet,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005870527,,DDV,simple,Default Category/Lão ngư cá,base,Ca Nuc uop rieng,<p>abc mo ta</p>,<p>abc</p>,350,1,0,41000,,,,ca-nuc-uop-rieng,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872927,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Ba chi bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,220,1,0,99000,,,,ba-chi-bo-nhap-khau,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872934,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Gau bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,220,1,0,91000,,,,gau-bo-nhap-khau,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872941,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Bap bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,220,1,0,86000,,,,bap-bo-nhap-khau,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872958,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Nac vai bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,220,1,0,101000,,,,nac-vai-bo-nhap-khau,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005870954,,DDV,simple,Default Category/Sản phẩm tôm,base,Tom thit 8/12,<p>abc mo ta</p>,<p>abc</p>,252,1,0,239000,,,,tom-thit-8-12,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005870626,,DDV,simple,Default Category/Sản phẩm tôm,base,Tom thit 31/40,<p>abc mo ta</p>,<p>abc</p>,252,1,0,162000,,,,tom-thit-31-40,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005870664,,DDV,simple,Default Category/Sản phẩm tôm,base,Tom thit 51/70,<p>abc mo ta</p>,<p>abc</p>,252,1,0,149000,,,,tom-thit-51-70,,,,,,,,,,,,"7/24/20, 12:36 AM","7/24/20, 12:36 AM",7/22/20,8/18/20,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005871975,,DDV,simple,Default Category/Nem chua rán,base,Nem chua ran,<p>abc mo ta</p>,<p>abc</p>,420,1,0,110000,,,,nem-chua-ran-420,Nem chua rán 420gr,Nem chua rán 420gr,Nem chua rán 420gr,,,,,,,,,"7/24/20, 1:30 AM","7/24/20, 2:06 AM",7/22/21,8/18/21,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005870862,,DDV,simple,Default Category/Lão ngư cá,base,Ca Nuc uop rieng,<p>abc mo ta</p>,<p>abc</p>,700,1,0,80000,,,,ca-nuc-uop-rieng-sp,,,,,,,,,,,,"7/24/20, 1:30 AM","7/24/20, 1:30 AM",7/22/22,8/18/22,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872965,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Ba chi bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,475,1,0,171000,,,,ba-chi-bo-nhap-khau-sp,,,,,,,,,,,,"7/24/20, 1:30 AM","7/24/20, 1:30 AM",7/22/23,8/18/23,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872972,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Gau bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,475,1,0,170000,,,,gau-bo-nhap-khau-sp,,,,,,,,,,,,"7/24/20, 1:30 AM","7/24/20, 1:30 AM",7/22/24,8/18/24,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872989,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Bap bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,475,1,0,166000,,,,bap-bo-nhap-khau-sp,,,,,,,,,,,,"7/24/20, 1:30 AM","7/24/20, 1:30 AM",7/22/25,8/18/25,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
8936005872996,,DDV,simple,Default Category/Thịt bò nhập khẩu,base,Nac vai bo nhap khau,<p>abc mo ta</p>,<p>abc</p>,475,1,0,195000,,,,nac-vai-bo-nhap-khau-sp,,,,,,,,,,,,"7/24/20, 1:30 AM","7/24/20, 1:30 AM",7/22/26,8/18/26,Block after Info Column,,,,Use config,,,,,,,Use config,Vietnam,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
